"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	13	24085	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"Black or African American"	"2054-5"	"COVID-19"	"U07.1"	12	24085	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	23	120078	19.2
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	14	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	21	120078	17.5
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	48	120078	40.0
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	32	120078	26.6
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	12	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	15	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	15	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Vascular dementia, unspecified"	"F01.9"	10	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	112	120078	93.3
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	57	120078	47.5
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	10	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	23	120078	19.2
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	23	120078	19.2
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	96	120078	79.9
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Aortic (valve) stenosis"	"I35.0"	13	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	27	120078	22.5
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	13	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	18	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Heart failure, unspecified"	"I50.9"	10	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	14	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	19	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	40	120078	33.3
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	10	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Urinary tract infection, site not specified"	"N39.0"	10	120078	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"COVID-19"	"U07.1"	47	120078	39.1
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	10	21852	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	27	21852	123.6
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	22	114789	19.2
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	12	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	11	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	26	114789	22.7
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	55	114789	47.9
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	28	114789	24.4
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	13	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	28	114789	24.4
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Unspecified dementia"	"F03"	42	114789	36.6
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Parkinson disease"	"G20"	13	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	28	114789	24.4
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	45	114789	39.2
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	123	114789	107.2
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	20	114789	17.4
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	10	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	14	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Heart failure, unspecified"	"I50.9"	19	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	22	114789	19.2
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28	114789	24.4
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Pneumonitis due to food and vomit"	"J69.0"	11	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	10	114789	Unreliable
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"COVID-19"	"U07.1"	54	114789	47.0
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	114789	18.3
	"2022 "	"2022"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	15	114789	Unreliable
	"2022 "	"2022"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	21809	Unreliable
